Transaction_ID,Time,Amount,Location,Transaction_Type,Old_Balance,Is_International,New_Balance,Bank_Name,Bank_Branch,Device_Type,Customer_ID,Customer_Name,Age,Gender,City,KYC_Status,Account_Type,Customer_Since_Years,Avg_Monthly_Balance,Account_Number,Time_Normalized,Amount_Normalized,Location_Normalized,Transaction_Type_Normalized,Old_Balance_Normalized,New_Balance_Normalized,Bank_Name_Normalized,Bank_Branch_Normalized,Device_Type_Normalized,Customer_Name_Normalized,Age_Normalized,Gender_Normalized,City_Normalized,KYC_Status_Normalized,Account_Type_Normalized,Customer_Since_Years_Normalized,Avg_Monthly_Balance_Normalized,Time_Standardized,Amount_Standardized,Location_Standardized,Transaction_Type_Standardized,Old_Balance_Standardized,New_Balance_Standardized,Bank_Name_Standardized,Bank_Branch_Standardized,Device_Type_Standardized,Customer_Name_Standardized,Age_Standardized,Gender_Standardized,City_Standardized,KYC_Status_Standardized,Account_Type_Standardized,Customer_Since_Years_Standardized,Avg_Monthly_Balance_Standardized
UPIU9LZ5YZXU2,847,29374.06,0,1,88054.76,0,58680.7,3,2,1,CUST74021699,3,23,2,4,0,0,3.6,355039.79,AC100010,0.851256281,0.103321372,0,0.5,0.88119596,0.616235771,0.6,0.5,0.5,0.6,0.098039216,1,0.8,0,0,0.24,0.709822527,1.229623805,0.077772275,-1.280714334,0.024294053,1.306398842,1.079541186,0.258722517,0.107021054,0.019498957,0.301794203,-1.388946774,1.412045159,1.009113963,-1.622498117,-1.238837109,-0.850515555,0.724098502
TXNE804YQM1LZ,958,15632,0,0,73886.66,0,58254.66,0,1,0,CUST13715944,4,24,2,0,0,2,14.3,138942.66,AC100011,0.96281407,0.054882548,0,0,0.73745199,0.611761709,0,0.25,0,0.8,0.117647059,1,0,0,1,0.953333333,0.275878309,1.615763399,-0.508817373,-1.280714334,-1.219817205,0.80081451,1.063284682,-1.605996067,-0.616114263,-1.439922966,0.906003586,-1.319093392,1.412045159,-1.407791603,-1.622498117,1.193833944,1.571675133,-0.8166126
NEFT5X9PQRFBD0,257,7219.94,3,1,85615.64,0,78395.7,0,2,2,CUST95364109,0,69,0,3,2,1,13,204864.61,AC100012,0.258291457,0.025231223,1,0.5,0.856449608,0.823272977,0,0.5,1,0,1,0,0.6,1,0.5,0.866666667,0.408256046,-0.822829892,-0.867892163,1.365007634,0.024294053,1.219359588,1.831810842,-1.605996067,0.107021054,1.47892088,-1.510833944,1.82430876,-1.420779459,0.404887572,0.808126468,-0.022501582,1.277390283,-0.346607837
UPIL3GF998G7E,338,13361.59,2,1,21198.44,0,7836.85,0,4,1,CUST71090728,1,31,1,4,2,0,2,241392.97,AC100013,0.339698492,0.046879673,0.666666667,0.5,0.202898032,0.082298734,0,1,0.5,0.2,0.254901961,0.5,0.8,1,0,0.133333333,0.481608573,-0.541052351,-0.605731445,0.483100311,0.024294053,-1.079348567,-0.86051895,-1.605996067,1.553291689,0.019498957,-0.906624562,-0.830119724,-0.00436715,1.009113963,0.808126468,-1.238837109,-1.212712294,-0.086171015
NEFTQYU8I9GGSB,320,30539.71,3,2,29047.17,0,0,5,4,2,CUST62778349,3,33,1,1,0,2,5.2,334348.73,AC100014,0.32160804,0.107430124,1,1,0.282528159,0,1,1,1,0.6,0.294117647,0.5,0.2,0,1,0.346666667,0.668272851,-0.603669582,0.127528878,1.365007634,1.268405312,-0.799269028,-1.159551385,1.501868239,1.553291689,1.47892088,0.301794203,-0.690412962,-0.00436715,-0.803565211,-1.622498117,1.193833944,-0.488318817,0.576577126
NEFT721ZU33600,198,44729.27,1,1,98932.56,0,54203.29,3,0,1,CUST01633524,2,59,0,2,2,2,4.3,327227.58,AC100015,0.198994975,0.157446323,0.333333333,0.5,0.991557841,0.569216219,0.6,0,0.5,0.4,0.803921569,0,0.4,1,1,0.286666667,0.653972883,-1.028075262,0.733220382,-0.398807011,0.024294053,1.694569821,0.908695653,0.258722517,-1.339249581,0.019498957,-0.302415179,1.125774948,-1.420779459,-0.19933882,0.808126468,1.193833944,-0.692054482,0.525805351
UPIO1FQOS48JC,206,34543.48,2,2,41355.65,0,6812.17,4,2,0,CUST37098563,4,69,1,5,2,1,0,159972.53,AC100017,0.207035176,0.121542849,0.666666667,1,0.407405157,0.07153805,0.8,0.5,0,0.8,1,0.5,1,1,0.5,0,0.318108349,-1.000245381,0.29843266,0.483100311,1.268405312,-0.36004467,-0.899617893,0.880295378,0.107021054,-1.439922966,0.906003586,1.82430876,-0.00436715,1.613340355,0.808126468,-0.022501582,-1.665458217,-0.666675605
IMPSL1FUYC7Z2Z,165,6204.97,0,0,20038.68,0,13833.71,3,1,1,CUST93130762,1,24,0,1,0,0,13.5,255509.85,AC100018,0.165829146,0.021653597,0,0,0.191131563,0.1452748,0.6,0.25,0.5,0.2,0.117647059,0,0.2,0,0,0.9,0.509956652,-1.142873519,-0.911216882,-1.280714334,-1.219817205,-1.120734249,-0.631695424,0.258722517,-0.616114263,0.019498957,-0.906624562,-1.319093392,-1.420779459,-0.803565211,-1.622498117,-1.238837109,1.390576764,0.014478326
TXN84VHWWHPA9,529,32532.19,2,0,10395.94,0,0,3,3,0,CUST45703953,0,47,1,5,1,2,4.9,295993.24,AC100019,0.531658291,0.114453335,0.666666667,0,0.093300115,0,0.6,0.75,0,0,0.568627451,0.5,1,0.5,1,0.326666667,0.591251267,0.12338605,0.21257931,0.483100311,-1.219817205,-1.464832488,-1.159551385,0.258722517,0.830156372,-1.439922966,-1.510833944,0.287534374,-0.00436715,1.613340355,-0.407185825,1.193833944,-0.556230705,0.303113387
UPIJADUZALHRW,287,41899.4,1,0,98063.12,0,56163.72,0,0,0,CUST27988819,5,40,1,4,2,2,3.1,41453.74,AC100020,0.288442211,0.14747143,0.333333333,0,0.982736844,0.589803688,0,0,0,1,0.431372549,0.5,0.8,1,1,0.206666667,0.080111002,-0.71846784,0.61242536,-0.398807011,-1.219817205,1.663544119,0.983500218,-1.605996067,-1.339249581,-1.439922966,1.510212969,-0.201439294,-0.00436715,1.009113963,0.808126468,1.193833944,-0.963702036,-1.511680883
TXN8RYQP42AXH,988,9897.85,2,2,83671.53,0,73773.68,1,4,0,CUST55084776,5,61,1,3,1,2,3.1,199441.36,AC100021,0.992964824,0.034670478,0.666666667,1,0.836725432,0.774734803,0.2,1,0,1,0.843137255,0.5,0.6,0.5,1,0.206666667,0.397365628,1.720125451,-0.753583661,0.483100311,1.268405312,1.149984615,1.655447393,-0.984423206,1.553291689,-1.439922966,1.510212969,1.265481711,-0.00436715,0.404887572,-0.407185825,1.193833944,-0.963702036,-0.385274068
UPII6TA9UWD6W,108,48377.19,3,0,85068.72,0,36691.53,4,2,0,CUST02729261,0,45,1,0,2,2,8.3,301673.3,AC100022,0.108542714,0.170304727,1,0,0.850900773,0.385316352,0.8,0.5,0,0,0.529411765,0.5,0,1,1,0.553333333,0.602657384,-1.341161419,0.888934453,1.365007634,-1.219817205,1.199842914,0.240495517,0.880295378,0.107021054,-1.439922966,-1.510833944,0.147827612,-0.00436715,-1.407791603,0.808126468,1.193833944,0.213437364,0.3436106
UPIWZLVEJC3IZ,665,217.15,3,2,31789.25,0,31572.1,5,2,0,CUST56768038,2,21,1,1,2,0,0.9,321135.41,AC100023,0.668341709,0.000547375,1,1,0.310348225,0.331554623,1,0.5,0,0.4,0.058823529,0.5,0.2,1,0,0.06,0.641739209,0.596494021,-1.166811256,1.365007634,1.268405312,-0.701418739,0.045152283,1.501868239,0.107021054,-1.439922966,-0.302415179,-1.528653536,-0.00436715,-0.803565211,0.808126468,-1.238837109,-1.461722552,0.482369911
TXN1JRICBT1UO,421,12414.62,1,2,2697.83,1,0,0,2,1,CUST25368255,3,18,1,0,0,0,13.8,324912.35,AC100024,0.423115578,0.043541737,0.333333333,1,0.015198119,0,0,0.5,0.5,0.6,0,0.5,0,0,0,0.92,0.649323675,-0.252317339,-0.646153536,-0.398807011,1.268405312,-1.739537198,-1.159551385,-1.605996067,0.107021054,0.019498957,0.301794203,-1.738213679,-0.00436715,-1.407791603,-1.622498117,-1.238837109,1.458488652,0.50929842
NEFT21VCC26H5T,238,21711.08,3,1,25382.32,0,3671.24,4,3,1,CUST18429276,4,23,1,1,1,2,8,374179.88,AC100025,0.23919598,0.076310448,1,0.5,0.245346033,0.038553552,0.8,0.75,0.5,0.8,0.098039216,0.5,0.2,0.5,1,0.533333333,0.748257704,-0.888925859,-0.2493275,1.365007634,0.024294053,-0.930048084,-1.019467061,0.880295378,0.830156372,0.019498957,0.906003586,-1.388946774,-0.00436715,-0.803565211,-0.407185825,1.193833944,0.145525475,0.860561902
NEFTR6PI60QL8G,123,1791.51,3,0,29265.37,0,27473.86,1,0,1,CUST45867260,1,56,0,5,2,1,12,140165.14,AC100026,0.12361809,0.006096772,1,0,0.284741931,0.288516928,0.2,0,0.5,0.2,0.745098039,0,1,1,0.5,0.8,0.278333169,-1.288980393,-1.099608575,1.365007634,-1.219817205,-0.791482628,-0.111225175,-0.984423206,-1.339249581,0.019498957,-0.906624562,0.916214805,-1.420779459,1.613340355,0.808126468,-0.022501582,1.051017321,-0.807896665
UPIS3NZW7349J,782,10318.71,2,2,53894.76,0,43576.05,3,0,0,CUST58304119,5,34,0,1,2,2,13.9,151237.63,AC100027,0.785929648,0.03615395,0.666666667,1,0.534622035,0.457614186,0.6,0,0,1,0.31372549,0,0.2,1,1,0.926666667,0.300567814,1.003506025,-0.735618952,0.483100311,1.268405312,0.08740965,0.503189684,0.258722517,-1.339249581,-1.439922966,1.510212969,-0.620559581,-1.420779459,-0.803565211,0.808126468,1.193833944,1.481125948,-0.728952959
IMPS4EWBTOC5IR,253,9696.99,3,0,35349.3,0,25652.31,0,1,1,CUST80805038,5,38,0,5,1,0,5,84427.6,AC100028,0.254271357,0.033962475,1,0,0.346467092,0.269387908,0,0.25,0.5,1,0.392156863,0,1,0.5,0,0.333333333,0.166406725,-0.836744832,-0.762157514,1.365007634,-1.219817205,-0.574379439,-0.180730465,-1.605996067,-0.616114263,0.019498957,1.510212969,-0.341146056,-1.420779459,1.613340355,-0.407185825,-1.238837109,-0.533593409,-1.205289479
NEFTXIWLNSSR0R,743,27887.4,1,1,19504.53,0,0,5,3,1,CUST88547352,5,57,1,5,0,1,2.9,287222.13,AC100029,0.746733668,0.098081106,0.333333333,0.5,0.185712287,0,1,0.75,0.5,1,0.764705882,0.5,1,0,0.5,0.193333333,0.573638019,0.867835357,0.014313131,-0.398807011,0.024294053,-1.139795229,-1.159551385,1.501868239,0.830156372,0.019498957,1.510212969,0.986068186,-0.00436715,1.613340355,-1.622498117,-0.022501582,-1.008976629,0.240577866
TXNO1NJU873FZ,716,34576.53,3,2,33377.42,0,0,1,0,0,CUST92363317,5,48,2,1,2,1,10.3,476197.62,AC100030,0.71959799,0.121659346,1,1,0.326461173,0,0.2,0,0,1,0.588235294,1,0.2,1,0.5,0.686666667,0.953119325,0.77390951,0.299843423,1.365007634,1.268405312,-0.644745376,-1.159551385,-0.984423206,-1.339249581,-1.439922966,1.510212969,0.357387756,1.412045159,-0.803565211,0.808126468,-0.022501582,0.666183287,1.587919385
NEFTB0FQS7886H,693,29433.77,1,0,45173.92,0,15740.15,5,1,1,CUST75364307,1,53,0,5,1,1,0.7,289785.53,AC100031,0.696482412,0.103531842,0.333333333,0,0.446143822,0.165295292,1,0.25,0.5,0.2,0.68627451,0,1,0.5,0.5,0.046666667,0.578785577,0.693898603,0.080321039,-0.398807011,-1.219817205,-0.223790868,-0.558950967,1.501868239,-0.616114263,0.019498957,-0.906624562,0.706654661,-1.420779459,1.613340355,-0.407185825,-0.022501582,-1.506997144,0.25885418
UPI2MYK63GSG5,956,44378.65,3,0,52162.2,0,7783.55,3,2,0,CUST57114968,5,28,0,5,1,2,9.4,372814.26,AC100032,0.96080402,0.156210437,1,0,0.517044163,0.081739003,0.6,0.5,0,1,0.196078431,0,1,0.5,1,0.626666667,0.745515405,1.608805929,0.718253917,1.365007634,-1.219817205,0.025583774,-0.86255273,0.258722517,0.107021054,-1.439922966,1.510212969,-1.039679868,-1.420779459,1.613340355,-0.407185825,1.193833944,0.462447621,0.85082542
NEFT5Z6XBM3IJ4,866,36626.98,0,0,21977.54,0,0,5,2,1,CUST67116871,4,19,1,3,2,0,8.1,223840.44,AC100033,0.870351759,0.128886893,0,0,0.210802474,0,1,0.5,0.5,0.8,0.019607843,0.5,0.6,1,0,0.54,0.446361373,1.295719772,0.387368346,-1.280714334,-1.219817205,-1.051546621,-1.159551385,1.501868239,0.107021054,0.019498957,0.906003586,-1.668360298,-0.00436715,0.404887572,0.808126468,-1.238837109,0.168162771,-0.211315564
TXNS8SIY2GGEM,273,312.43,1,2,42519.57,0,42207.14,1,2,2,CUST04244460,2,26,1,4,2,0,6.6,414303.6,AC100034,0.274371859,0.000883224,0.333333333,1,0.419213831,0.443238568,0.2,0.5,1,0.4,0.156862745,0.5,0.8,1,0,0.44,0.828830066,-0.767170131,-1.162744161,-0.398807011,1.268405312,-0.318510539,0.450955879,-0.984423206,0.107021054,1.47892088,-0.302415179,-1.17938663,-0.00436715,1.009113963,0.808126468,-1.238837109,-0.171396671,1.146632619
UPIVCXJT4P8QJ,749,13329.26,0,0,45985.91,0,32656.65,5,3,2,CUST19091032,3,54,2,5,1,0,9.2,343548.07,AC100035,0.752763819,0.046765715,0,0,0.454381953,0.342944032,1,0.75,1,0.6,0.705882353,1,1,0.5,0,0.613333333,0.686746027,0.888707767,-0.607111474,-1.280714334,-1.219817205,-0.194815252,0.0865357,1.501868239,0.830156372,1.47892088,0.301794203,0.776508042,1.412045159,1.613340355,-0.407185825,-1.238837109,0.417173029,0.642165805
TXNRKP9NFBCU8,922,11800.02,3,1,90571.87,0,78771.85,3,1,1,CUST82139949,3,38,2,3,2,1,5.9,254746.39,AC100036,0.926633166,0.041375359,1,0.5,0.906733568,0.827223119,0.6,0.25,0.5,0.6,0.392156863,1,0.6,1,0.5,0.393333333,0.508423549,1.490528936,-0.672388176,1.365007634,0.024294053,1.396221145,1.846163682,0.258722517,-0.616114263,0.019498957,0.301794203,-0.341146056,1.412045159,0.404887572,0.808126468,-0.022501582,-0.329857744,0.009035073
TXN1L5KYI89EX,900,22898.73,0,2,82239.28,0,59340.55,4,4,1,CUST75471080,2,46,1,3,2,2,9.4,197426.24,AC100037,0.904522613,0.080496747,0,1,0.822194387,0.62316519,0.8,1,0.5,0.4,0.549019608,0.5,0.6,1,1,0.626666667,0.39331907,1.413996764,-0.198631812,-1.280714334,1.268405312,1.09887521,1.10471923,0.880295378,1.553291689,0.019498957,-0.302415179,0.217680993,-0.00436715,0.404887572,0.808126468,1.193833944,0.462447621,-0.399641301
TXNIMFR4RWBB9,777,2627.21,2,1,74930.89,0,72303.68,4,0,1,CUST50810891,4,50,1,0,2,0,14.4,248082.42,AC100038,0.780904523,0.009042497,0.666666667,0.5,0.748046337,0.759297588,0.8,0,0.5,0.8,0.62745098,0.5,0,1,0,0.96,0.495041645,0.98611235,-1.063936123,0.483100311,0.024294053,0.83807754,1.599356275,0.880295378,-1.339249581,0.019498957,0.906003586,0.497094518,-0.00436715,-1.407791603,0.808126468,-1.238837109,1.594312429,-0.038477139
TXNIEXIGY1QLG,309,20295.24,0,2,21520.02,0,1224.78,1,2,1,CUST26759587,4,19,2,0,2,2,6.7,222578.65,AC100039,0.310552764,0.071319812,0,1,0.206160656,0.012862036,0.2,0.5,0.5,0.8,0.019607843,1,0,1,1,0.446666667,0.443827575,-0.641935668,-0.309763642,-1.280714334,1.268405312,-1.067873083,-1.112817181,-0.984423206,0.107021054,0.019498957,0.906003586,-1.668360298,1.412045159,-1.407791603,0.808126468,1.193833944,-0.148759375,-0.220311768
NEFTVCSIO0KQLY,293,23860.94,2,1,77564.72,0,53703.78,0,4,1,CUST36995339,0,43.01982379,0,0,2,1,10,452330.28,AC100040,0.294472362,0.083888402,0.666666667,0.5,0.77476814,0.563970611,0,1,0.5,0,0.49058478,0,0,1,0.5,0.666666667,0.905191367,-0.697595429,-0.157559191,0.483100311,0.024294053,0.932064961,0.889635738,-1.605996067,1.553291689,0.019498957,-1.510833944,0.009505608,-1.420779459,-1.407791603,0.808126468,-0.022501582,0.598271398,1.417752036
UPINRZ9RPUQT3,0,8963.38,0,0,30132.41,0,21169.03,0,4,2,CUST15451149,2,49,0,3,1,2,0.2,389737.38,AC100041,0,0.031376603,0,0,0.293538578,0.222306713,0,1,1,0.4,0.607843137,0,0.6,0.5,1,0.013333333,0.779498689,-1.716864808,-0.793472181,-1.280714334,-1.219817205,-0.76054257,-0.351799981,-1.605996067,1.553291689,1.47892088,-0.302415179,0.427241137,-1.420779459,0.404887572,-0.407185825,1.193833944,-1.620183625,0.971482454
UPIJU7FJVT80Q,96,9146.25,3,2,93690.45,0,84544.2,0,3,0,CUST09831848,2,25,2,3,1,0,12.9,268497.78,AC100042,0.096482412,0.032021194,1,1,0.938373454,0.887841492,0,0.75,0,0.4,0.137254902,1,0.6,0.5,0,0.86,0.536037688,-1.38290624,-0.785666244,1.365007634,1.268405312,1.507506723,2.06642053,-1.605996067,0.830156372,-1.439922966,-0.302415179,-1.249240011,1.412045159,0.404887572,-0.407185825,-1.238837109,1.254752987,0.107078574
NEFTLL8MZLUI0X,403,39615.08,2,0,24477.3,0,0,2,1,2,CUST53193828,2,55,0,3,2,0,3.4,350686.44,AC100043,0.405025126,0.139419524,0.666666667,0,0.236164056,0,0.4,0.25,1,0.4,0.725490196,0,0.6,1,0,0.226666667,0.701080574,-0.31493457,0.514917529,0.483100311,-1.219817205,-0.962343447,-1.159551385,-0.362850345,-0.616114263,1.47892088,-0.302415179,0.846361424,-1.420779459,0.404887572,0.808126468,-1.238837109,-0.895790148,0.693060354
NEFTB77WEZY3E1,117,26110.42,1,2,97053.3,0,70942.88,2,1,2,CUST42865738,2,30,2,0,0,0,2.4,264285.35,AC100044,0.11758794,0.091817502,0.333333333,1,0.972491608,0.745007137,0.4,0.25,1,0.4,0.235294118,1,0,0,0,0.16,0.527578716,-1.309852803,-0.06153853,-0.398807011,1.268405312,1.627509,1.547431926,-0.362850345,-0.616114263,1.47892088,-0.302415179,-0.899973105,1.412045159,-1.407791603,-1.622498117,-1.238837109,-1.122163109,0.077045146
NEFT85OKLUGAHG,856,8358.26,1,1,32486.91,0,24128.65,3,1,2,CUST54429876,5,43.01982379,1,2,1,0,4.7,461708.97,AC100045,0.860301508,0.02924364,0.333333333,0.5,0.317426409,0.253387182,0.6,0.25,1,1,0.49058478,0.5,0.4,0.5,0,0.313333333,0.924024696,1.260932421,-0.81930216,-0.398807011,0.024294053,-0.676522954,-0.2388691,0.258722517,-0.616114263,1.47892088,1.510212969,0.009505608,-0.00436715,-0.19933882,-0.407185825,-1.238837109,-0.601505298,1.48461943
IMPSK5VCAKLTV2,471,29393.31,3,0,8139,0,0,1,1,2,CUST87740893,1,35,2,1,0,1,12.6,247250.24,AC100046,0.473366834,0.103389226,1,0,0.07040209,0,0.2,0.25,1,0.2,0.333333333,1,0.2,0,0.5,0.84,0.493370546,-0.078380585,0.078593975,1.365007634,-1.219817205,-1.545370704,-1.159551385,-0.984423206,-0.616114263,1.47892088,-0.906624562,-0.5507062,1.412045159,-0.803565211,-1.622498117,-0.022501582,1.186841098,-0.044410346
NEFTZZFVC3AHCN,125,6184.4,2,2,90750.65,0,84566.25,3,2,2,CUST72414357,4,43,1,2,2,2,12.9,288473.43,AC100047,0.125628141,0.02158109,0.666666667,1,0.9085474,0.88807305,0.6,0.5,1,0.8,0.490196078,0.5,0.4,1,1,0.86,0.576150752,-1.282022923,-0.912094927,0.483100311,1.268405312,1.402600855,2.067261896,0.258722517,0.107021054,1.47892088,0.906003586,0.00812085,-0.00436715,-0.19933882,0.808126468,1.193833944,1.254752987,0.24949928
UPIW2DB0XP790,612,3610.45,3,0,65500.05,0,61889.6,3,0,1,CUST62770530,5,27,1,5,2,0,9.1,125162.73,AC100048,0.615075377,0.012508279,1,0,0.652364743,0.649934056,0.6,0,0.5,1,0.176470588,0.5,1,1,0,0.606666667,0.248206859,0.412121061,-1.021965821,1.365007634,-1.219817205,0.501540888,1.2019839,0.258722517,-1.339249581,0.019498957,1.510212969,-1.109533249,-0.00436715,1.613340355,0.808126468,-1.238837109,0.394535733,-0.914859583
UPI80ETUXKSH3,664,8006.41,1,1,6297.93,0,0,1,1,1,CUST04460045,3,33,1,4,0,2,9.7,491894.62,AC100049,0.667336683,0.028003419,0.333333333,0.5,0.051723318,0,0.2,0.25,0.5,0.6,0.294117647,0.5,0.8,0,1,0.646666667,0.98464044,0.593015285,-0.834321129,-0.398807011,0.024294053,-1.611068726,-1.159551385,-0.984423206,-0.616114263,0.019498957,0.301794203,-0.690412962,-0.00436715,1.009113963,-1.622498117,1.193833944,0.53035951,1.699834533
UPIQD3OEFDR0B,689,19353.72,0,1,22788.78,1,3435.06,4,1,1,CUST52381455,1,43.01982379,1,0,1,1,2.2,379448.61,AC100050,0.692462312,0.068001087,0,0.5,0.219032996,0.036073306,0.8,0.25,0.5,0.2,0.49058478,0.5,0,0.5,0.5,0.146666667,0.75883783,0.679983662,-0.349953096,-1.280714334,0.024294053,-1.022597769,-1.028479034,0.880295378,-0.616114263,0.019498957,-0.906624562,0.009505608,-0.00436715,-1.407791603,-0.407185825,-0.022501582,-1.167437702,0.898126449
