Transaction_ID,Time,Amount,Location,Transaction_Type,Old_Balance,Is_International,New_Balance,Bank_Name,Bank_Branch,Device_Type,Customer_ID,Customer_Name,Age,Gender,City,KYC_Status,Account_Type,Customer_Since_Years,Avg_Monthly_Balance,Account_Number
TXN1JRICBT1UO,09:55:35,12414.62,Dehradun,POS,2697.83,1,0.0,Axis,Delhi Main,,CUST25368255,Rahul Singh,18.0,,Bangalore,Pending,Current,13.8,324912.35,AC100024
NEFT21VCC26H5T,05:17:45,21711.08,Mumbai,Online,25382.32,0,3671.239999999998,PNB,Kolkata North,Mobile,CUST18429276,Sneha Gupta,23.0,,Chennai,Rejected,Savings,8.0,374179.88,AC100025
NEFTR6PI60QL8G,02:25:16,1791.51,Mumbai,ATM,29265.37,0,27473.86,HDFC,Bangalore East,Mobile,CUST45867260,Neha Joshi,56.0,Female,Mumbai,Verified,Salary,12.0,140165.14,AC100026
UPIS3NZW7349J,18:38:41,10318.71,Delhi,POS,53894.76,0,43576.05,Kotak,Bangalore East,ATM,CUST58304119,Vikas Yadav,34.0,Female,,,Savings,13.9,151237.63,AC100027
IMPS4EWBTOC5IR,05:34:16,9696.99,Mumbai,ATM,35349.3,0,25652.310000000005,Axis,,,CUST80805038,Vikas Yadav,38.0,Female,Mumbai,Rejected,Current,5.0,84427.6,AC100028
NEFTXIWLNSSR0R,17:41:44,27887.4,Dehradun,Online,19504.53,0,0.0,SBI,Kolkata North,Mobile,CUST88547352,Vikas Yadav,57.0,,Mumbai,Pending,Salary,2.9,287222.13,AC100029
TXNO1NJU873FZ,16:58:07,34576.53,Mumbai,POS,33377.42,0,0.0,HDFC,Bangalore East,ATM,CUST92363317,Vikas Yadav,48.0,Other,Chennai,,Salary,10.3,476197.62,AC100030
NEFTB0FQS7886H,16:24:00,29433.77,Dehradun,ATM,45173.92,0,15740.149999999998,SBI,Chennai South,Mobile,CUST75364307,Neha Joshi,53.0,Female,Mumbai,Rejected,Salary,0.7,289785.53,AC100031
UPI2MYK63GSG5,23:02:28,44378.65,Mumbai,ATM,52162.2,0,7783.549999999996,Kotak,Delhi Main,ATM,CUST57114968,Vikas Yadav,28.0,Female,Mumbai,Rejected,Savings,9.4,372814.26,AC100032
NEFT5Z6XBM3IJ4,20:29:04,36626.98,Bangalore,ATM,21977.54,0,0.0,SBI,Delhi Main,Mobile,CUST67116871,Sneha Gupta,19.0,Male,Kolkata,,Current,8.1,223840.44,AC100033
TXNS8SIY2GGEM,06:05:18,312.43,Dehradun,POS,42519.57,0,42207.14,HDFC,Delhi Main,Web,CUST04244460,Priya Verma,26.0,,Lucknow,Verified,Current,6.6,414303.6,AC100034
UPIVCXJT4P8QJ,17:54:44,13329.26,Bangalore,ATM,45985.91,0,32656.65,SBI,Kolkata North,Web,CUST19091032,Rahul Singh,54.0,Other,Mumbai,Rejected,Current,9.2,343548.07,AC100035
TXNRKP9NFBCU8,22:08:34,11800.02,Mumbai,Online,90571.87,0,78771.84999999999,Kotak,Chennai South,,CUST82139949,Rahul Singh,38.0,Other,Kolkata,,Salary,5.9,254746.39,AC100036
TXN1L5KYI89EX,21:32:55,22898.73,Bangalore,POS,82239.28,0,59340.55,PNB,Mumbai Central,Mobile,CUST75471080,Priya Verma,46.0,,Kolkata,,Savings,9.4,197426.24,AC100037
TXNIMFR4RWBB9,18:31:30,2627.21,Delhi,Online,74930.89,0,72303.68,PNB,Bangalore East,Mobile,CUST50810891,Sneha Gupta,50.0,Male,Bangalore,Verified,Current,14.4,248082.42,AC100038
TXNIEXIGY1QLG,06:39:20,20295.24,Bangalore,POS,21520.02,0,1224.7799999999988,HDFC,Delhi Main,Mobile,CUST26759587,Sneha Gupta,19.0,Other,Bangalore,,Savings,6.7,222578.65,AC100039
NEFTVCSIO0KQLY,06:29:46,23860.94,Delhi,Online,77564.72,0,53703.78,Axis,Mumbai Central,,CUST36995339,Amit Sharma,,Female,Bangalore,,Salary,10.0,452330.28,AC100040
UPINRZ9RPUQT3,00:00:55,8963.38,Bangalore,ATM,30132.41,0,21169.03,Axis,Mumbai Central,Web,CUST15451149,Priya Verma,49.0,Female,Kolkata,Rejected,Savings,0.2,389737.38,AC100041
UPIJU7FJVT80Q,01:52:56,9146.25,Mumbai,POS,93690.45,0,84544.2,Axis,Kolkata North,ATM,CUST09831848,Priya Verma,25.0,Other,Kolkata,Rejected,Current,12.9,268497.78,AC100042
NEFTLL8MZLUI0X,09:26:56,39615.08,Delhi,ATM,24477.3,0,0.0,ICICI,,Web,CUST53193828,Priya Verma,55.0,Female,Kolkata,,Current,3.4,350686.44,AC100043
NEFTB77WEZY3E1,02:20:15,26110.42,Dehradun,POS,97053.3,0,70942.88,ICICI,,Web,CUST42865738,Priya Verma,30.0,Other,Bangalore,Pending,Current,2.4,264285.35,AC100044
NEFT85OKLUGAHG,20:24:37,8358.26,Dehradun,Online,32486.91,0,24128.65,Kotak,,Web,CUST54429876,Vikas Yadav,,Male,Delhi,Rejected,Current,4.7,461708.97,AC100045
IMPSK5VCAKLTV2,10:58:24,29393.31,Mumbai,ATM,8139.0,0,0.0,HDFC,Chennai South,Web,CUST87740893,Neha Joshi,35.0,Other,Chennai,Pending,Salary,12.6,247250.24,AC100046
NEFTZZFVC3AHCN,02:26:32,6184.4,Delhi,POS,90750.65,0,84566.25,Kotak,Delhi Main,Web,CUST72414357,Sneha Gupta,43.0,,Delhi,,Savings,12.9,288473.43,AC100047
UPIW2DB0XP790,14:32:09,3610.45,Mumbai,ATM,65500.05,0,61889.600000000006,Kotak,Bangalore East,,CUST62770530,Vikas Yadav,27.0,,Mumbai,,Current,9.1,125162.73,AC100048
UPI80ETUXKSH3,15:39:57,8006.41,Dehradun,Online,6297.93,0,0.0,HDFC,,,CUST04460045,Rahul Singh,33.0,,Lucknow,Pending,Savings,9.7,491894.62,AC100049
UPIQD3OEFDR0B,16:16:36,19353.72,Bangalore,Online,22788.78,1,3435.0599999999977,PNB,Chennai South,,CUST52381455,Neha Joshi,,Male,Bangalore,Rejected,Salary,2.2,379448.61,AC100050
IMPSXXACIWA5OD,10:31:32,16190.38,Delhi,ATM,73887.74,0,57697.36000000001,PNB,Chennai South,Web,CUST37877468,Sneha Gupta,,,Kolkata,,Savings,7.9,64894.33,AC100051
NEFTTIC0UOIOFS,03:07:26,20269.68,Delhi,ATM,11653.8,0,0.0,ICICI,Bangalore East,ATM,CUST52835525,Vikas Yadav,38.0,Male,Mumbai,Pending,Salary,6.0,259260.95,AC100052
UPIDEKFN6I3KJ,04:50:29,20904.43,Delhi,Online,41698.27,0,20793.84,,Chennai South,Web,CUST18262203,Sneha Gupta,39.0,Other,Kolkata,Rejected,Current,7.4,231847.05,AC100053
IMPSY7KTLBZUI1,22:15:35,3122.78,Delhi,Online,94312.05,0,91189.27,SBI,Chennai South,Mobile,CUST34311759,Rahul Singh,42.0,Male,Mumbai,Pending,Current,13.5,242655.69,AC100054
NEFTZYMV73MO6D,16:25:01,32396.3,Bangalore,ATM,64039.41,0,31643.110000000004,Kotak,Mumbai Central,Mobile,CUST59375245,Neha Joshi,54.0,Other,Delhi,Verified,Savings,0.1,428708.26,AC100055
TXN2HHW30ACQD,15:46:59,39527.37,Dehradun,POS,83020.33,0,43492.96,HDFC,Kolkata North,Mobile,CUST68739510,Vikas Yadav,52.0,Male,Bangalore,,Current,4.2,11774.2,AC100056
UPI2WYMUNL2I2,01:38:15,3547.98,Dehradun,ATM,53657.02,0,50109.03999999999,,Bangalore East,Mobile,CUST32703576,Vikas Yadav,24.0,,Bangalore,,Salary,0.9,101248.49,AC100057
IMPSRBXOI4F9G3,10:56:24,166.85,Mumbai,ATM,15294.38,0,15127.53,Axis,Chennai South,Mobile,CUST68079823,Priya Verma,49.0,Male,Mumbai,,Current,2.5,430191.37,AC100058
UPITN0JPKE4IX,14:43:12,28493.7,Dehradun,POS,60942.78,0,32449.08,,Chennai South,Web,CUST46840110,Amit Sharma,63.0,Male,Kolkata,,Salary,4.1,307809.09,AC100059
NEFTZC84FUZJAQ,23:21:16,47370.16,Delhi,POS,68854.14,0,21483.98,Axis,Delhi Main,,CUST49866589,Amit Sharma,23.0,Male,Bangalore,Pending,Salary,14.1,455696.51,AC100060
NEFTZ2Q3HFCIY9,23:56:42,19862.64,Delhi,ATM,40347.37,0,20484.730000000003,Kotak,Chennai South,ATM,CUST53532954,Amit Sharma,18.0,,Bangalore,,Current,7.3,59969.56,AC100061
UPI6WJA6Z2TR2,00:48:31,47764.05,Dehradun,Online,34027.07,0,0.0,HDFC,Kolkata North,ATM,CUST92052697,Neha Joshi,,Other,Chennai,,Salary,15.0,250592.23,AC100062
NEFTL9VILA8WF5,17:29:15,35823.14,Delhi,ATM,71140.48,0,35317.34,Kotak,Chennai South,,CUST10262977,Priya Verma,36.0,Female,Mumbai,Pending,Salary,11.7,416151.38,AC100063
NEFT22BRS9363J,07:12:19,18184.81,Bangalore,POS,1199.83,0,0.0,Kotak,Chennai South,ATM,CUST59124155,Sneha Gupta,23.0,,Lucknow,Pending,Savings,10.6,161208.86,AC100064
NEFTRH9FXAJKCI,23:11:00,2230.9,Delhi,ATM,69377.3,0,67146.40000000001,ICICI,Mumbai Central,Web,CUST31835444,Neha Joshi,33.0,,,Verified,Savings,5.7,92892.71,AC100065
IMPSHNKF43L8JH,17:13:23,3405.41,Bangalore,POS,51759.91,0,48354.5,ICICI,Chennai South,,CUST96227705,Rahul Singh,30.0,Male,Kolkata,Rejected,Salary,1.9,385444.65,AC100066
TXNAS2ASB0BKR,13:07:34,48386.58,Dehradun,Online,78614.75,0,30228.17,ICICI,,Web,CUST74571442,Neha Joshi,41.0,,Lucknow,,Savings,12.7,254748.53,AC100067
UPIM8C89ZXMZQ,13:18:35,17210.85,Bangalore,POS,63591.58,0,46380.73,Kotak,Chennai South,Mobile,CUST53481206,Rahul Singh,28.0,,Mumbai,Pending,Salary,7.1,251394.05,AC100068
TXNV4OZLJ92XD,11:58:45,43451.59,Dehradun,ATM,70546.35,0,27094.76000000001,PNB,Delhi Main,Mobile,CUST21047278,Sneha Gupta,23.0,Other,Bangalore,,Current,14.7,309280.31,AC100069
NEFTRW1HEQBZEO,10:43:43,12574.0,Bangalore,ATM,82018.59,0,69444.59,PNB,Delhi Main,Mobile,CUST49397811,Vikas Yadav,52.0,Female,Chennai,Verified,Savings,2.2,380875.27,AC100070
IMPSH62TDYYQY6,15:42:36,16355.36,Dehradun,POS,16709.21,0,353.84999999999854,SBI,,Web,CUST61069108,Vikas Yadav,47.0,,Lucknow,Verified,Savings,6.9,427137.54,AC100071
IMPSCS0FS1HVNU,00:03:26,36054.61,Mumbai,Online,63439.35,0,27384.74,Kotak,Mumbai Central,,CUST92635687,Rahul Singh,47.0,Other,Chennai,,Savings,9.3,217278.24,AC100072
TXNPBRAHCTJ26,16:29:39,464496.9,Mumbai,Online,24155.8,0,0.0,PNB,Chennai South,ATM,CUST83349908,Priya Verma,55.0,,Lucknow,,Current,7.9,135050.26,AC100073
IMPSKLYCDSCRY3,18:52:49,41348.6,Delhi,POS,97269.58,0,55920.98,Kotak,Chennai South,Mobile,CUST59518853,Rahul Singh,31.0,Female,Bangalore,,Savings,10.6,306776.39,AC100074
NEFT2D00GP852T,13:02:39,28566.68,Dehradun,Online,47459.24,0,18892.56,SBI,Delhi Main,Mobile,CUST53664810,Vikas Yadav,56.0,Male,Chennai,,Savings,0.0,184026.8,AC100075
IMPSR87KKFAVI1,23:47:35,33594.34,Bangalore,ATM,24767.0,0,0.0,HDFC,Bangalore East,ATM,CUST59758079,Neha Joshi,57.0,Other,Chennai,,Salary,4.5,157337.98,AC100076
NEFT5N1HM949JH,01:33:20,13620.76,Dehradun,POS,88284.59,0,74663.83,ICICI,Bangalore East,Mobile,CUST25794927,Amit Sharma,28.0,,Delhi,Rejected,Salary,11.2,215781.45,AC100077
TXNCTHRTCRELP,12:13:48,18601.86,Mumbai,ATM,62315.0,0,43713.14,Kotak,Delhi Main,Mobile,CUST87442687,Priya Verma,31.0,Other,Delhi,Verified,Savings,10.8,477345.4,AC100078
TXN7M95TFQJTJ,03:37:26,12889.51,Mumbai,Online,12454.43,0,0.0,,Chennai South,ATM,CUST28122735,Priya Verma,44.0,Male,Lucknow,,Savings,0.6,443308.54,AC100079
NEFTVR49IZH7ZH,12:17:42,38998.95,Mumbai,Online,62895.27,0,23896.32,Kotak,Bangalore East,Web,CUST81173513,Rahul Singh,23.0,Other,Lucknow,Pending,Salary,1.5,374082.38,AC100080
IMPS2BKYHLOR5L,05:35:50,32866.34,Mumbai,ATM,14705.11,0,0.0,ICICI,Kolkata North,Web,CUST30303404,Sneha Gupta,35.0,Female,Chennai,Verified,Current,15.0,12199.21,AC100081
TXNTUUDITFV1W,01:27:38,41836.41,Bangalore,Online,68076.55,0,26240.14,Kotak,Chennai South,Mobile,CUST19126697,Neha Joshi,61.0,,Mumbai,Verified,Savings,11.0,49355.02,AC100082
TXNW0AHGXIJIX,21:02:46,43060.35,Dehradun,ATM,93966.65,1,50906.3,Axis,Chennai South,Web,CUST68644174,Rahul Singh,19.0,,Delhi,Rejected,Salary,13.4,97215.6,AC100083
IMPSUHD4B9JLL7,17:47:24,35212.11,Mumbai,Online,45617.96,0,10405.85,Kotak,Bangalore East,,CUST70366644,Rahul Singh,66.0,Female,,Pending,Savings,9.0,92981.94,AC100084
TXNIZWEJI092L,21:53:52,38560.67,Dehradun,ATM,56234.82,0,17674.15,ICICI,Delhi Main,,CUST49281623,Neha Joshi,27.0,Other,Kolkata,Rejected,Savings,1.0,134529.47,AC100085
IMPSSZQ4PAPM5E,01:35:13,32018.15,Dehradun,POS,66150.18,0,34132.02999999999,Kotak,Delhi Main,,CUST43574748,Amit Sharma,64.0,,Kolkata,Verified,Savings,7.3,207999.62,AC100086
TXN63T42U0VUV,16:26:03,48874.45,Dehradun,POS,6384.68,0,0.0,SBI,Chennai South,,CUST62449772,Priya Verma,20.0,Male,Lucknow,Verified,Savings,6.9,141891.54,AC100087
IMPS1E8WO6JIV6,02:41:32,24067.81,Delhi,Online,95294.24,0,71226.43000000001,PNB,Delhi Main,,CUST60047766,Neha Joshi,26.0,,,,Current,7.6,29483.84,AC100088
NEFTYJKFGZ4S1G,15:42:53,22325.62,Mumbai,POS,53791.89,0,31466.27,PNB,Chennai South,,CUST83004826,Amit Sharma,40.0,Other,Delhi,Verified,Salary,6.2,37317.4,AC100089
UPIAWP7DOOU8E,07:24:06,29740.07,Delhi,ATM,75075.05,0,45334.98,SBI,Mumbai Central,,CUST94431877,Priya Verma,19.0,Female,Lucknow,Rejected,Savings,14.3,149686.75,AC100090
UPIXKOENPJX0A,23:00:44,49335.31,Dehradun,Online,47615.87,0,0.0,Axis,Chennai South,Mobile,CUST72128962,Sneha Gupta,22.0,Female,Delhi,Rejected,Salary,14.8,248583.32,AC100091
NEFTLJLTF20N3A,00:14:20,37744.03,Bangalore,Online,42032.5,0,4288.470000000001,SBI,Kolkata North,,CUST76959131,Sneha Gupta,44.0,Male,Delhi,Verified,Savings,7.2,79795.35,AC100092
TXNKVAFDPASIC,15:15:17,12466.58,Delhi,Online,22305.24,0,9838.660000000002,,Bangalore East,Mobile,CUST90951178,Priya Verma,51.0,Male,Delhi,Pending,Salary,8.0,175586.26,AC100093
NEFTMR84DRN5HR,21:53:01,23705.02,Delhi,Online,14231.41,0,0.0,Kotak,Mumbai Central,Web,CUST41566424,Sneha Gupta,,Male,,Verified,Salary,11.0,255401.93,AC100094
NEFTQ895H27VK5,09:35:29,37754.15,Mumbai,Online,23401.25,0,0.0,PNB,Delhi Main,Mobile,CUST20692859,Sneha Gupta,66.0,Other,Bangalore,Verified,Savings,5.2,202467.22,AC100095
TXNCLJDBIXS44,12:38:45,21369.51,Delhi,ATM,30298.35,0,8928.84,SBI,Delhi Main,,CUST71292673,Rahul Singh,27.0,Male,Chennai,Verified,Current,0.5,446910.0,AC100096
NEFTPFZBSWHZJB,17:23:12,17501.88,Mumbai,POS,25466.02,0,7964.139999999999,Axis,Bangalore East,Web,CUST88249496,Priya Verma,56.0,,,Verified,Current,5.4,158645.12,AC100097
IMPSS8FSADYVPP,16:33:58,14202.98,Delhi,Online,76068.46,0,61865.48000000001,ICICI,Mumbai Central,Web,CUST88303085,Amit Sharma,65.0,Female,Delhi,Pending,Current,13.0,293376.26,AC100098
TXNM7TV6FE23G,07:29:22,1092.01,Mumbai,Online,50655.99,0,49563.98,PNB,Delhi Main,Web,CUST16648047,Neha Joshi,52.0,Female,Lucknow,Rejected,Salary,1.9,385683.72,AC100099
NEFTC9DH8TUHRV,13:26:44,1927.96,Delhi,ATM,35177.77,1,33249.81,Kotak,Bangalore East,Mobile,CUST15379052,Amit Sharma,32.0,Female,,Pending,Salary,5.0,15390.41,AC100100
TXN110FQDE5CD,19:17:59,39400.1,Bangalore,ATM,54532.72,0,15132.620000000004,HDFC,Kolkata North,,CUST58694222,Neha Joshi,45.0,Other,,,Savings,14.8,242979.75,AC100101
TXNI4CHWJQE90,11:56:56,31879.72,Bangalore,POS,92478.66,1,60598.94,ICICI,Bangalore East,Web,CUST77968347,Priya Verma,59.0,Female,Mumbai,,Salary,11.4,372415.92,AC100102
IMPSDLWJ07GBSL,12:55:40,8160.98,Bangalore,POS,49585.74,0,41424.76,Kotak,Chennai South,Mobile,CUST52478169,Rahul Singh,30.0,Female,,Verified,Salary,5.1,406504.48,AC100103
TXNYUNE398GW1,03:02:45,27608.54,Bangalore,Online,55994.05,0,28385.51,HDFC,,Mobile,CUST24395311,Vikas Yadav,27.0,Female,Kolkata,Pending,Savings,0.0,497684.57,AC100104
IMPSHGBERO4NYO,17:11:17,238408.95,Delhi,POS,77479.11,1,61585.18,SBI,Mumbai Central,ATM,CUST47996635,Priya Verma,44.0,Male,Kolkata,Rejected,Salary,0.8,421636.57,AC100105
NEFTQC484E34XA,15:44:21,2486.74,Delhi,ATM,55012.93,0,52526.19,SBI,Bangalore East,ATM,CUST70099302,Vikas Yadav,,Female,Lucknow,,Savings,1.9,319898.19,AC100106
NEFT28J4IG0ZUR,21:31:45,32525.86,Bangalore,Online,27878.38,0,0.0,PNB,Mumbai Central,Mobile,CUST50589727,Vikas Yadav,30.0,,,Verified,Savings,2.2,164510.71,AC100107
NEFTVSAMBUD092,12:11:59,42628.11,Bangalore,POS,95891.29,0,53263.17999999999,Axis,Bangalore East,Web,CUST26922210,Sneha Gupta,53.0,Other,Kolkata,Pending,Current,5.6,453061.32,AC100108
NEFTD8J7YYJ7GL,08:08:07,34596.32,Delhi,POS,10046.04,0,0.0,SBI,Bangalore East,Web,CUST79567978,Amit Sharma,37.0,Other,Lucknow,Verified,Savings,14.1,245480.07,AC100109
UPIU3KHOXZESK,19:58:52,30766.77,Delhi,POS,13081.02,0,0.0,Kotak,Bangalore East,ATM,CUST30296247,Sneha Gupta,,Male,Bangalore,Pending,Current,3.9,200164.85,AC100110
NEFT15C569HWEE,15:09:13,48085.2,Bangalore,Online,10124.63,0,0.0,Axis,Bangalore East,Mobile,CUST46791412,Sneha Gupta,,,Delhi,Rejected,Current,13.8,123523.31,AC100111
IMPSVPQAGH9PIK,03:12:14,8317.39,Bangalore,Online,81824.67,0,73507.28,HDFC,,Web,CUST58197968,Neha Joshi,48.0,Other,Lucknow,,Savings,14.0,229754.02,AC100112
IMPSRQW7I4AVBF,09:57:34,30180.81,Mumbai,POS,86450.42,0,56269.61,PNB,Mumbai Central,,CUST84634350,Amit Sharma,57.0,Female,Bangalore,Rejected,Salary,6.4,201928.22,AC100113
UPIX0SO5Y44ZH,15:35:38,36872.15,Delhi,Online,79563.49,0,42691.34,Axis,Mumbai Central,Mobile,CUST29024672,Neha Joshi,67.0,,Chennai,Pending,Savings,9.6,491423.74,AC100114
IMPSIWBWMET94X,02:06:01,33496.65,Delhi,POS,5479.67,1,0.0,,Chennai South,Mobile,CUST15689199,Rahul Singh,34.0,Other,Lucknow,,Salary,8.0,358864.64,AC100115
NEFTUIPT6T8JJZ,06:39:19,33486.05,Mumbai,Online,98439.22,0,64953.17,HDFC,Delhi Main,ATM,CUST04270753,Rahul Singh,20.0,Male,Lucknow,Verified,Savings,6.2,48924.7,AC100116
UPIT4JEQFK8RQ,11:53:28,19051.96,Bangalore,ATM,48093.09,0,29041.13,HDFC,Bangalore East,Mobile,CUST39551651,Priya Verma,63.0,Female,Lucknow,Rejected,Current,4.0,277651.32,AC100117
IMPSIFTEJNE8I5,07:26:30,42319.95,Mumbai,Online,13665.76,0,0.0,SBI,Chennai South,,CUST63320902,Priya Verma,38.0,Male,,Rejected,Current,2.5,165998.97,AC100118
IMPSJSUW8PG44J,04:37:26,48106.83,Bangalore,ATM,20908.77,0,0.0,Axis,Chennai South,Mobile,CUST98688360,Priya Verma,45.0,,Chennai,Verified,Salary,14.6,262085.11,AC100119
IMPS2P6HYFORQG,15:16:56,24264.68,Bangalore,Online,54657.02,0,30392.34,Kotak,Kolkata North,ATM,CUST14196051,Amit Sharma,61.0,Male,Lucknow,Rejected,Savings,14.3,439614.95,AC100120
NEFTMYCBCQ1OUC,20:27:36,3934.38,Dehradun,ATM,53967.52,0,50033.14,SBI,Mumbai Central,Web,CUST26055327,Neha Joshi,,,Bangalore,Verified,Salary,0.2,341043.76,AC100121
NEFT7NJKEUYCIU,09:39:26,6657.2,Delhi,POS,50306.0,0,43648.8,PNB,Mumbai Central,Web,CUST01455130,Priya Verma,22.0,Other,,Verified,Savings,1.0,490158.94,AC100122
UPIR3HD2JUEM3,17:27:36,43598.05,Dehradun,Online,62015.13,0,18417.079999999994,HDFC,Chennai South,Mobile,CUST06213450,Rahul Singh,47.0,,Kolkata,Verified,Salary,2.2,146589.66,AC100123
TXN85IJO08OSU,02:54:38,36611.31,Dehradun,POS,71303.13,0,34691.82000000001,PNB,Delhi Main,ATM,CUST50296482,Sneha Gupta,40.0,Female,Chennai,Pending,Savings,3.4,461517.34,AC100124
UPILTBPOBSN25,04:42:44,6466.01,Mumbai,Online,54623.0,0,48156.99,Axis,Mumbai Central,ATM,CUST53144409,Sneha Gupta,66.0,Male,Mumbai,,Savings,12.6,161725.81,AC100125
NEFT5YPKVESGZK,18:29:17,86364.75,Bangalore,POS,31574.61,0,25816.96,HDFC,Bangalore East,,CUST30247741,Priya Verma,43.0,,Chennai,Pending,Savings,13.8,426053.84,AC100126
